S_no,Date,State,TotalSamples,Negative,Positive
472,4/27/2020,Andhra Pradesh,74551,73374,1177
473,4/28/2020,Andhra Pradesh,80334,79075,1259
474,4/29/2020,Andhra Pradesh,88061,86729,1332
475,4/30/2020,Andhra Pradesh,94558,93155,1403
476,5/1/2020,Andhra Pradesh,102460,100997,1463
477,5/2/2020,Andhra Pradesh,108403,106878,1525
478,5/3/2020,Andhra Pradesh,114937,113354,1583
479,5/4/2020,Andhra Pradesh,125229,123579,1650
480,5/5/2020,Andhra Pradesh,133492,131775,1717
481,5/6/2020,Andhra Pradesh,141274,139497,1777
482,5/7/2020,Andhra Pradesh,149361,147528,1833
483,5/8/2020,Andhra Pradesh,156681,154794,1887
484,5/9/2020,Andhra Pradesh,165069,163139,1930
485,5/10/2020,Andhra Pradesh,173735,171755,1980
486,5/11/2020,Andhra Pradesh,181144,179126,2018
487,5/12/2020,Andhra Pradesh,191874,189823,2051
488,5/13/2020,Andhra Pradesh,201196,199059,2137
489,5/14/2020,Andhra Pradesh,210452,208247,2100
490,5/15/2020,Andhra Pradesh,219490,217183,2157
491,5/17/2020,Andhra Pradesh,238998,236618,2230
492,5/18/2020,Andhra Pradesh,248771,246279,2282
493,5/19/2020,Andhra Pradesh,258450,255961,2339
494,5/20/2020,Andhra Pradesh,267612,265052,2407
495,5/21/2020,Andhra Pradesh,275704,273099,2452
496,5/22/2020,Andhra Pradesh,284119,281452,2514
497,5/23/2020,Andhra Pradesh,292969,290255,2561
498,5/24/2020,Andhra Pradesh,304326,301529,2627
499,5/25/2020,Andhra Pradesh,314566,311680,2671
500,5/26/2020,Andhra Pradesh,322714,319731,2719
501,5/27/2020,Andhra Pradesh,332378,329261,2787
502,5/28/2020,Andhra Pradesh,342236,338991,2841
503,5/29/2020,Andhra Pradesh,353874,350544,2874
504,5/30/2020,Andhra Pradesh,363378,359917,2944
505,5/31/2020,Andhra Pradesh,372748,369177,3045
506,6/1/2020,Andhra Pradesh,383315,379639,3118
507,6/2/2020,Andhra Pradesh,395681,391890,3200
508,6/3/2020,Andhra Pradesh,403747,399776,3279
509,6/4/2020,Andhra Pradesh,413733,409621,3377
510,6/5/2020,Andhra Pradesh,423564,419314,3427
511,6/6/2020,Andhra Pradesh,436335,431875,3588
512,6/7/2020,Andhra Pradesh,454030,449371,3718
513,6/8/2020,Andhra Pradesh,468276,463463,3843
514,6/9/2020,Andhra Pradesh,483361,478332,3990
515,6/10/2020,Andhra Pradesh,498716,493469,4126
516,6/11/2020,Andhra Pradesh,510318,504889,4261
517,6/12/2020,Andhra Pradesh,522093,516457,4402
518,6/13/2020,Andhra Pradesh,536570,530712,4588
519,6/14/2020,Andhra Pradesh,552202,546050,4841
520,6/15/2020,Andhra Pradesh,567375,560919,5087
521,6/16/2020,Andhra Pradesh,583286,576566,5280
522,6/17/2020,Andhra Pradesh,598474,591403,5555
523,6/18/2020,Andhra Pradesh,612397,604901,5854
524,6/19/2020,Andhra Pradesh,630006,622045,7961
525,6/20/2020,Andhra Pradesh,652377,643925,8452
526,6/21/2020,Andhra Pradesh,676828,667899,8929
527,6/22/2020,Andhra Pradesh,693548,684176,9372
528,6/23/2020,Andhra Pradesh,714187,704353,9834
529,6/24/2020,Andhra Pradesh,750234,739903,10331
530,6/25/2020,Andhra Pradesh,769319,758435,10884
531,6/26/2020,Andhra Pradesh,791624,780135,11489
532,6/27/2020,Andhra Pradesh,816082,803797,12285
533,6/28/2020,Andhra Pradesh,841860,828762,13098
534,6/29/2020,Andhra Pradesh,872076,858185,13891
535,6/30/2020,Andhra Pradesh,890190,875595,14595
536,7/1/2020,Andhra Pradesh,918429,903177,15252
537,7/2/2020,Andhra Pradesh,932713,916616,16097
538,7/3/2020,Andhra Pradesh,971611,954677,16934
539,7/4/2020,Andhra Pradesh,996573,978874,17699
540,7/5/2020,Andhra Pradesh,1017140,998443,18697
541,7/6/2020,Andhra Pradesh,1033852,1013833,20019
542,7/7/2020,Andhra Pradesh,1050090,1028897,21197
543,7/8/2020,Andhra Pradesh,1077733,1055474,22259
544,7/9/2020,Andhra Pradesh,1094615,1070801,23814
545,7/10/2020,Andhra Pradesh,1115635,1090213,25422
546,7/11/2020,Andhra Pradesh,1136225,1108990,27235
547,7/12/2020,Andhra Pradesh,1153849,1124681,29168
548,7/13/2020,Andhra Pradesh,1173096,1141993,31103
549,7/14/2020,Andhra Pradesh,1195766,1162747,33019
550,7/15/2020,Andhra Pradesh,1217963,1182512,35451
551,7/16/2020,Andhra Pradesh,1240267,1202223,38044
552,7/17/2020,Andhra Pradesh,1260512,1219866,40646
553,7/18/2020,Andhra Pradesh,1284384,1239775,44609
554,7/19/2020,Andhra Pradesh,1315532,1265882,49650
555,7/20/2020,Andhra Pradesh,1349112,1295388,53724
556,7/21/2020,Andhra Pradesh,1386274,1327606,58668
557,7/22/2020,Andhra Pradesh,1435827,1371114,64713
558,7/23/2020,Andhra Pradesh,1493879,1421168,72711
559,7/24/2020,Andhra Pradesh,1541993,1461135,80858
560,7/25/2020,Andhra Pradesh,1595674,1507003,88671
561,7/26/2020,Andhra Pradesh,1643319,1547021,96298
562,7/27/2020,Andhra Pradesh,1686446,1584097,102349
563,7/28/2020,Andhra Pradesh,1749425,1639128,110297
564,7/29/2020,Andhra Pradesh,1820009,1699619,120390
565,7/30/2020,Andhra Pradesh,1890077,1759520,130557
566,7/31/2020,Andhra Pradesh,1951776,1810843,140933
567,8/1/2020,Andhra Pradesh,2012573,1862364,150209
568,8/2/2020,Andhra Pradesh,2065407,1906643,158764
569,8/3/2020,Andhra Pradesh,2110923,1944337,166586
570,8/4/2020,Andhra Pradesh,2175070,1998737,176333
571,8/5/2020,Andhra Pradesh,2235646,2049185,186461
572,8/6/2020,Andhra Pradesh,2299332,2102543,196789
573,8/7/2020,Andhra Pradesh,2362270,2155310,206960
574,8/8/2020,Andhra Pradesh,2424393,2207353,217040
575,8/9/2020,Andhra Pradesh,2487305,2259445,227860
576,8/10/2020,Andhra Pradesh,2534304,2298779,235525
577,8/11/2020,Andhra Pradesh,2592619,2348070,
578,8/12/2020,Andhra Pradesh,2649767,2395621,
579,8/13/2020,Andhra Pradesh,2705459,2441317,
580,8/14/2020,Andhra Pradesh,2758485,2485400,
581,8/15/2020,Andhra Pradesh,2812197,2530380,
582,8/16/2020,Andhra Pradesh,2860943,2571114,
583,8/17/2020,Andhra Pradesh,2905521,2608912,
584,8/18/2020,Andhra Pradesh,2961611,2658245,
585,8/19/2020,Andhra Pradesh,3019296,2703293,
586,8/20/2020,Andhra Pradesh,3074847,2749451,
587,8/21/2020,Andhra Pradesh,3129857,2794917,
588,8/22/2020,Andhra Pradesh,3191326,2846110,
589,8/23/2020,Andhra Pradesh,3238038,2884927,
590,8/24/2020,Andhra Pradesh,3292501,2930789,
591,8/25/2020,Andhra Pradesh,3356852,2985213,
592,8/26/2020,Andhra Pradesh,3418690,3036221,
593,8/27/2020,Andhra Pradesh,3479990,3086900,
594,8/28/2020,Andhra Pradesh,3541321,3137705,
595,8/29/2020,Andhra Pradesh,3603345,3189181,
596,8/30/2020,Andhra Pradesh,3666422,3241655,
597,8/31/2020,Andhra Pradesh,3722912,3288141,
598,9/1/2020,Andhra Pradesh,3782746,3337607,
599,9/2/2020,Andhra Pradesh,3843550,3388019,
600,9/3/2020,Andhra Pradesh,3905775,3442940,
601,9/4/2020,Andhra Pradesh,3965694,3492083,
602,9/5/2020,Andhra Pradesh,4035317,3547986,
603,9/6/2020,Andhra Pradesh,4107890,3612660,
604,9/7/2020,Andhra Pradesh,4166077,3659584,
605,9/8/2020,Andhra Pradesh,4237070,3719976,
606,9/9/2020,Andhra Pradesh,4308762,3781250,
607,9/10/2020,Andhra Pradesh,4380991,3843304,
608,9/11/2020,Andhra Pradesh,4452128,3904442,
609,9/12/2020,Andhra Pradesh,4527593,3970006,
610,9/13/2020,Andhra Pradesh,4599826,4032703,
611,9/14/2020,Andhra Pradesh,4661355,4086276,
612,9/15/2020,Andhra Pradesh,4731866,4147941,
613,9/16/2020,Andhra Pradesh,4806879,4214119,
614,9/17/2020,Andhra Pradesh,4884371,4282909,
615,9/18/2020,Andhra Pradesh,4959081,4349523,
616,9/19/2020,Andhra Pradesh,5033676,,
617,9/20/2020,Andhra Pradesh,5104131,,
618,9/21/2020,Andhra Pradesh,5160700,4528951,
619,9/22/2020,Andhra Pradesh,5229529,4590227,
620,9/23/2020,Andhra Pradesh,5302367,4655837,
621,9/24/2020,Andhra Pradesh,5378367,4723982,
622,9/25/2020,Andhra Pradesh,5447796,4786338,
623,9/26/2020,Andhra Pradesh,5523786,4855035,
624,9/27/2020,Andhra Pradesh,5600202,4924528,
625,9/28/2020,Andhra Pradesh,5666323,4985162,
626,9/29/2020,Andhra Pradesh,5734752,5047401,
627,9/30/2020,Andhra Pradesh,5806558,5113074,
628,10/1/2020,Andhra Pradesh,5878135,5177900,
629,10/2/2020,Andhra Pradesh,5948534,5241744,
630,10/3/2020,Andhra Pradesh,6021395,5308381,
631,10/4/2020,Andhra Pradesh,6094206,,
632,10/5/2020,Andhra Pradesh,6150351,5426839,
633,10/6/2020,Andhra Pradesh,6216240,5486933,
634,10/7/2020,Andhra Pradesh,6283009,5548582,
635,10/8/2020,Andhra Pradesh,6349953,5610234,
636,10/9/2020,Andhra Pradesh,6420474,5675610,
637,10/10/2020,Andhra Pradesh,6494099,,
638,10/11/2020,Andhra Pradesh,6569616,5813889,
639,10/12/2020,Andhra Pradesh,6630728,5871777,
640,10/13/2020,Andhra Pradesh,6702810,5939237,
641,10/14/2020,Andhra Pradesh,6772273,6004808,
642,10/15/2020,Andhra Pradesh,6846040,6074537,
643,10/16/2020,Andhra Pradesh,6920377,6144907,
644,10/17/2020,Andhra Pradesh,6991258,6212112,
645,10/18/2020,Andhra Pradesh,7066203,6283071,
646,10/19/2020,Andhra Pradesh,7127533,6341483,
647,10/20/2020,Andhra Pradesh,7196628,6407075,
648,10/21/2020,Andhra Pradesh,7271050,6477751,
649,10/22/2020,Andhra Pradesh,7347776,6550857,
650,10/23/2020,Andhra Pradesh,7428014,6627330,
651,10/24/2020,Andhra Pradesh,7502933,,
652,10/25/2020,Andhra Pradesh,7570352,,
653,10/26/2020,Andhra Pradesh,7621896,,
654,10/27/2020,Andhra Pradesh,7696653,6884828,
655,10/28/2020,Andhra Pradesh,7773681,6958907,
656,10/29/2020,Andhra Pradesh,7862459,7044780,
657,10/30/2020,Andhra Pradesh,7946860,7126295,
658,10/31/2020,Andhra Pradesh,8028905,,
659,11/1/2020,Andhra Pradesh,8117685,,
660,11/2/2020,Andhra Pradesh,8182266,7354384,
661,11/3/2020,Andhra Pradesh,8266800,7436069,
662,11/4/2020,Andhra Pradesh,8342265,7509057,
663,11/5/2020,Andhra Pradesh,8427629,7591676,
664,11/6/2020,Andhra Pradesh,8507230,7668867,
665,11/7/2020,Andhra Pradesh,8587312,,
666,11/8/2020,Andhra Pradesh,8663975,7821008,
667,11/9/2020,Andhra Pradesh,8725025,7880666,
668,11/10/2020,Andhra Pradesh,8792935,7946690,
669,11/11/2020,Andhra Pradesh,8863340,8015363,
670,11/12/2020,Andhra Pradesh,8940488,8090783,
671,11/13/2020,Andhra Pradesh,9021225,,
672,11/14/2020,Andhra Pradesh,9101048,,
673,11/15/2020,Andhra Pradesh,9154263,,
674,11/16/2020,Andhra Pradesh,9197307,8342543,
675,11/17/2020,Andhra Pradesh,9264085,8407926,
676,11/18/2020,Andhra Pradesh,9333703,8476308,
677,11/19/2020,Andhra Pradesh,9408868,8550157,
678,11/20/2020,Andhra Pradesh,9474870,8614938,
679,11/21/2020,Andhra Pradesh,9543177,,
680,11/22/2020,Andhra Pradesh,9615090,,
681,11/23/2020,Andhra Pradesh,9662220,8799462,
682,11/24/2020,Andhra Pradesh,9727321,8863478,
683,11/25/2020,Andhra Pradesh,9788047,8923373,
684,11/26/2020,Andhra Pradesh,9855316,8989611,
685,11/27/2020,Andhra Pradesh,9913068,9046630,
686,11/28/2020,Andhra Pradesh,9962416,9095353,
687,11/29/2020,Andhra Pradesh,10017126,,
688,11/30/2020,Andhra Pradesh,10057854,,
689,12/1/2020,Andhra Pradesh,10109708,9240959,
690,12/2/2020,Andhra Pradesh,10166696,9297284,
691,12/3/2020,Andhra Pradesh,10229745,9359669,
692,12/4/2020,Andhra Pradesh,10293151,,
693,12/5/2020,Andhra Pradesh,10350283,,
694,12/6/2020,Andhra Pradesh,10410612,,
695,12/7/2020,Andhra Pradesh,10453618,9581330,
696,12/8/2020,Andhra Pradesh,10509805,,
697,12/9/2020,Andhra Pradesh,10570843,,
698,12/10/2020,Andhra Pradesh,10635197,,
699,12/11/2020,Andhra Pradesh,10699622,9359669,
700,12/12/2020,Andhra Pradesh,10767117,,
701,12/13/2020,Andhra Pradesh,10830990,9955459,
702,12/14/2020,Andhra Pradesh,10875925,10000089,
703,12/15/2020,Andhra Pradesh,10937377,10061041,
704,12/16/2020,Andhra Pradesh,11001476,10124662,
705,12/17/2020,Andhra Pradesh,11065297,10187949,
706,12/18/2020,Andhra Pradesh,11134359,10256553,
707,12/19/2020,Andhra Pradesh,11196574,,
708,12/20/2020,Andhra Pradesh,11260810,,
709,12/21/2020,Andhra Pradesh,11301105,10422168,
710,12/22/2020,Andhra Pradesh,11357530,10478191,
711,12/23/2020,Andhra Pradesh,11415249,10535528,
712,12/24/2020,Andhra Pradesh,11474797,10594722,
713,12/25/2020,Andhra Pradesh,11531206,10650776,
714,12/26/2020,Andhra Pradesh,11574117,10693405,
715,12/27/2020,Andhra Pradesh,11620503,,
716,12/28/2020,Andhra Pradesh,11657884,,
717,12/29/2020,Andhra Pradesh,11708678,10827079,
718,12/30/2020,Andhra Pradesh,11764418,10882470,
719,12/31/2020,Andhra Pradesh,11825566,10943280,
720,1/1/2021,Andhra Pradesh,11884085,11001473,
721,1/2/2021,Andhra Pradesh,11932603,11049753,
722,1/3/2021,Andhra Pradesh,11972780,11089698,
723,1/4/2021,Andhra Pradesh,12002494,11119284,
724,1/5/2021,Andhra Pradesh,12053914,11170327,
725,1/6/2021,Andhra Pradesh,12105121,11221245,
726,1/7/2021,Andhra Pradesh,12164531,11280360,
727,1/8/2021,Andhra Pradesh,12224202,12224202,
728,1/9/2021,Andhra Pradesh,12274647,,
729,1/10/2021,Andhra Pradesh,12324674,,
730,1/11/2021,Andhra Pradesh,12355607,11470570,
731,1/12/2021,Andhra Pradesh,12396593,11511359,
732,1/13/2021,Andhra Pradesh,12441272,,
733,1/14/2021,Andhra Pradesh,12482943,11597327,
734,1/15/2021,Andhra Pradesh,12514639,11628929,
735,1/16/2021,Andhra Pradesh,12540181,,
736,1/17/2021,Andhra Pradesh,12576272,,
737,1/18/2021,Andhra Pradesh,12604214,,
738,1/19/2021,Andhra Pradesh,12643313,11757068,
739,1/20/2021,Andhra Pradesh,12690165,11803747,
740,1/21/2021,Andhra Pradesh,12739648,11853091,
741,1/22/2021,Andhra Pradesh,12787961,11901267,
742,1/23/2021,Andhra Pradesh,12831731,11944879,
743,1/24/2021,Andhra Pradesh,12876113,11989103,
744,1/25/2021,Andhra Pradesh,12903830,12016764,
745,1/26/2021,Andhra Pradesh,12942153,12054915,
746,1/27/2021,Andhra Pradesh,12975961,12088612,
747,1/28/2021,Andhra Pradesh,13012150,12124684,
748,1/29/2021,Andhra Pradesh,13054959,12167368,
749,1/30/2021,Andhra Pradesh,13095962,,
750,1/31/2021,Andhra Pradesh,13137872,,
751,2/1/2021,Andhra Pradesh,13159794,12271894,
752,2/2/2021,Andhra Pradesh,13189103,12301099,
753,2/3/2021,Andhra Pradesh,13214548,12326449,
754,2/4/2021,Andhra Pradesh,13242802,12354624,
755,2/5/2021,Andhra Pradesh,13276678,12388403,
756,2/6/2021,Andhra Pradesh,13311542,12423192,
757,2/7/2021,Andhra Pradesh,13345522,,
758,2/8/2021,Andhra Pradesh,13367616,12479131,
759,2/9/2021,Andhra Pradesh,13394460,12505905,
760,2/10/2021,Andhra Pradesh,13422878,12534273,
761,2/11/2021,Andhra Pradesh,13453405,12564713,
762,2/12/2021,Andhra Pradesh,13484025,12595265,
763,2/13/2021,Andhra Pradesh,13517440,,
764,2/14/2021,Andhra Pradesh,13546228,,
765,2/15/2021,Andhra Pradesh,13565062,12676163,
766,2/16/2021,Andhra Pradesh,13589373,12700414,
767,2/17/2021,Andhra Pradesh,13615847,12726837,
768,2/18/2021,Andhra Pradesh,13644086,12755009,
769,2/19/2021,Andhra Pradesh,13670612,12781456,
770,2/20/2021,Andhra Pradesh,13697048,,
771,2/21/2021,Andhra Pradesh,13728728,12839430,
772,2/22/2021,Andhra Pradesh,13746985,12857646,
773,2/23/2021,Andhra Pradesh,13775253,12888739,
774,2/24/2021,Andhra Pradesh,13807747,,
775,2/25/2021,Andhra Pradesh,13843190,12953605,
776,2/26/2021,Andhra Pradesh,13877968,,
777,2/27/2021,Andhra Pradesh,13915009,13025210,
778,2/28/2021,Andhra Pradesh,13954131,13064215,
779,3/1/2021,Andhra Pradesh,13974400,13084426,
780,3/2/2021,Andhra Pradesh,14010204,13120124,
781,3/3/2021,Andhra Pradesh,14047174,13156959,
782,3/4/2021,Andhra Pradesh,14092251,13201934,
783,3/5/2021,Andhra Pradesh,14143911,13253470,
784,3/6/2021,Andhra Pradesh,14190477,,
785,3/7/2021,Andhra Pradesh,14236179,13345487,
786,3/8/2021,Andhra Pradesh,14262086,13371320,
787,3/9/2021,Andhra Pradesh,14307165,13416281,
788,3/10/2021,Andhra Pradesh,14356138,13465134,
789,3/11/2021,Andhra Pradesh,14403941,13512763,
790,3/12/2021,Andhra Pradesh,14448650,13557262,
791,3/13/2021,Andhra Pradesh,14489098,13597535,
792,3/14/2021,Andhra Pradesh,14534762,,
793,3/15/2021,Andhra Pradesh,14557366,13665358,
794,3/16/2021,Andhra Pradesh,14580783,13688514,
795,3/17/2021,Andhra Pradesh,14611499,13718977,
796,3/18/2021,Andhra Pradesh,14642664,13749924,
797,3/19/2021,Andhra Pradesh,14674210,13781224,
798,3/20/2021,Andhra Pradesh,14705188,13811822,
799,3/21/2021,Andhra Pradesh,14736326,13842592,
800,3/22/2021,Andhra Pradesh,14771701,13877657,
801,3/23/2021,Andhra Pradesh,14805335,13910799,
802,3/24/2021,Andhra Pradesh,14840401,13945280,
803,3/25/2021,Andhra Pradesh,14875597,13979718,
804,3/26/2021,Andhra Pradesh,14916201,14019338,
805,3/27/2021,Andhra Pradesh,14958897,,
806,3/28/2021,Andhra Pradesh,14990039,14091224,
807,3/29/2021,Andhra Pradesh,15021364,14121552,
808,3/30/2021,Andhra Pradesh,15052215,,
809,3/31/2021,Andhra Pradesh,15083179,14181190,
810,4/1/2021,Andhra Pradesh,15114988,14211728,
811,4/2/2021,Andhra Pradesh,15146104,14241556,
812,4/3/2021,Andhra Pradesh,15177364,14271418,
813,4/4/2021,Andhra Pradesh,15208436,14300760,
814,4/5/2021,Andhra Pradesh,15239114,14330112,
815,4/6/2021,Andhra Pradesh,15270771,14359828,
816,4/7/2021,Andhra Pradesh,15302583,14389309,
817,4/8/2021,Andhra Pradesh,15333851,14418019,
818,4/9/2021,Andhra Pradesh,15365743,14447176,
819,4/10/2021,Andhra Pradesh,15397672,14475766,
820,4/11/2021,Andhra Pradesh,15429391,14503990,
821,4/12/2021,Andhra Pradesh,15463146,14534482,
822,4/13/2021,Andhra Pradesh,15498728,14565836,
823,4/14/2021,Andhra Pradesh,15534460,14597411,
824,4/15/2021,Andhra Pradesh,15570201,14628066,
825,4/16/2021,Andhra Pradesh,15606163,14657932,
826,4/17/2021,Andhra Pradesh,15642070,14686615,
827,4/18/2021,Andhra Pradesh,15677992,14715955,
828,4/19/2021,Andhra Pradesh,15715757,14747757,
829,4/20/2021,Andhra Pradesh,15753679,14776692,
830,4/21/2021,Andhra Pradesh,15793298,14806595,
831,4/22/2021,Andhra Pradesh,15835169,14837707,
832,4/23/2021,Andhra Pradesh,15880750,14871522,
833,4/24/2021,Andhra Pradesh,15931722,14910796,
834,4/25/2021,Andhra Pradesh,15994607,14961047,
835,4/26/2021,Andhra Pradesh,16068648,15025207,
836,4/27/2021,Andhra Pradesh,16143083,15088208,
837,4/28/2021,Andhra Pradesh,16217831,15148287,
838,4/29/2021,Andhra Pradesh,16303866,15219530,
839,4/30/2021,Andhra Pradesh,16390360,15288670,
840,5/1/2021,Andhra Pradesh,16488574,15367472,
841,5/2/2021,Andhra Pradesh,16602873,15457851,
842,5/3/2021,Andhra Pradesh,16718148,15554154,
843,5/4/2021,Andhra Pradesh,16833932,15649904,
844,5/5/2021,Andhra Pradesh,16950299,15744067,
845,5/6/2021,Andhra Pradesh,17060446,15832260,
846,5/7/2021,Andhra Pradesh,17160870,15915496,
847,5/8/2021,Andhra Pradesh,17262441,15991002,
848,5/9/2021,Andhra Pradesh,17367935,16080332,
849,5/10/2021,Andhra Pradesh,17428059,16125470,
850,5/11/2021,Andhra Pradesh,17514937,16192003,
851,5/12/2021,Andhra Pradesh,17605687,16261301,
852,5/13/2021,Andhra Pradesh,17702133,16335348,
853,5/14/2021,Andhra Pradesh,17791220,16402417,
854,5/15/2021,Andhra Pradesh,17880755,16469435,
855,5/16/2021,Andhra Pradesh,17975305,16539814,
856,5/17/2021,Andhra Pradesh,18049054,16595002,
857,5/18/2021,Andhra Pradesh,18140307,16664935,
858,5/19/2021,Andhra Pradesh,18241637,16743105,
859,5/20/2021,Andhra Pradesh,18342918,16821776,
860,5/21/2021,Andhra Pradesh,18435149,16893070,
861,5/22/2021,Andhra Pradesh,18525758,16963698,
862,5/23/2021,Andhra Pradesh,18617387,17036560,
863,5/24/2021,Andhra Pradesh,18676222,17082401,
864,5/25/2021,Andhra Pradesh,18749201,17140096,
865,5/26/2021,Andhra Pradesh,18840321,17212931,
866,5/27/2021,Andhra Pradesh,18924545,17280988,
867,5/28/2021,Andhra Pradesh,19009047,17351061,
868,5/29/2021,Andhra Pradesh,19088611,17416869,
869,5/30/2021,Andhra Pradesh,19172843,17487701,
870,5/31/2021,Andhra Pradesh,19256304,17563219,
871,6/1/2021,Andhra Pradesh,19350008,15858831,
872,6/2/2021,Andhra Pradesh,19448056,17730900,
873,6/3/2021,Andhra Pradesh,19534279,17805702,
874,6/4/2021,Andhra Pradesh,19619590,17880600,
875,6/5/2021,Andhra Pradesh,19708031,,
876,6/6/2021,Andhra Pradesh,19791721,18033382,
